"Nice Pairing Winery, US","100 Pythian Rd, Santa Rosa, CA 95409, USA","[38.436705, -122.576548]",,
"Poggio alle Querce Winery, Italy","57030 Poggio, Province of Livorno, Italy","[42.7858005, 10.1848911]",,
"Alderbrook Winery, US","#105, 4055, 4700, W Jefferson Blvd, Los Angeles, CA 90016, United States","[34.0253095, -118.347467]",,
"SJ Montigny Winery, Germany","In den zehn Morgen 41, 55559 Bretzenheim, Germany","[49.875573, 7.884765000000001]",,
"Tenuta Roveglia Winery, Italy","LocalitÃ  Roveglia, 1, 25010 Pozzolengo BS, Italy","[45.4315187, 10.6382172]",,
"Timothy Malone Winery, US","28005 NE Bell Rd, Newberg, OR 97132, USA","[45.335026, -122.948179]",,
"C R Graybehl Winery, US","21684 8th St E Suite 450, Sonoma, CA 95476, USA","[38.2598449, -122.4367049]",,
"ChÃ¢teau Toutigeac Winery, France","6 Route Prodeau, 33760 Targon, France","[44.7183538, -0.2857173]",,
"Domaine G. Metz Winery, France","40 Route du Vin, 67140 Itterswiller, France","[48.3639147, 7.4325147]",,
"Draxton Winery, US","1431 Grove St A/B, Healdsburg, CA 95448, USA","[38.6294191, -122.8771774]",,
"Mike and Molly Hendry Winery, US","3104 Redwood Rd, Napa, CA 94558, USA","[38.3195786, -122.3440621]",,
"Mission Hill Winery, Canada","1730 Mission Hill Rd, West Kelowna, BC V4T 2E4, Canada","[49.83560139999999, -119.5876532]",,
"Padelletti Winery, Italy","Via Guido e Dino Padelletti, 11, 53024 Montalcino SI, Italy","[43.0604456, 11.4914718]",,
"Rarecat Winery, US","1960 St Helena Hwy, Rutherford, CA 94573, USA","[38.4600513, -122.4223008]",,
"Robert John Winery, US","9561 Fite School Rd, Sacramento, CA 95829, USA","[38.4660199, -121.3410619]",,
"SoDo Winery, US","2960 4th Ave S, Seattle, WA 98134, USA","[47.5759272, -122.3281205]",,
"Love That Red Winery, US","19501 144th Ave NE D100 Back Entrance, Woodinville, WA 98072, United States","[47.76953, -122.1508]",,
"Terra Bella Winery, US","3701 Viking Rd, Santa Rosa, CA 95401, USA","[38.4825453, -122.8135254]",,
"Campogiovanni Winery, Italy","Via Italia, 4A, 58014 Saturnia GR, Italy","[42.6655101, 11.5070583]",,
"Contino Winery, Spain","Finca San Rafael Parkea, 01321 ÃÅlava, Araba, Spain","[42.4963567, -2.508398]",,
"Denis Jamain Winery, France","20 Route d'Issoudun, 36260 Reuilly, France","[47.0801536, 2.0427297]",,
"Domaine Philippe Raimbault Winery, France","Route de Maimbray, 18300 Sury-en-Vaux, France","[47.3644514, 2.803186]",,
"Domaine Trouillet Winery, France","71960 SolutrÃ©-Pouilly, France","[46.2911261, 4.7446546]",,
"Domaine Vincent Pinard Winery, France","42 Rue Saint-Vincent, 18300 Bue, France","[47.3076788, 2.793565]",,
"Emile Balland Winery, France","45420 Bonny-sur-Loire, France","[47.561683, 2.837822]",,
"Empire Estate Winery, US","111 W 20th St, New York, NY 10011, USA","[40.7414074, -73.99460739999999]",,
"Francis Blanchet Winery, France","33 Rue Louis Joseph Gousse, 58150 Pouilly-sur-Loire, France","[47.288252, 2.9700939]",,
"Brooklyn Winery, US","213 N 8th St, Brooklyn, NY 11211, USA","[40.7172725, -73.9551066]",,
"Casa Sola Winery, Italy","strada di cortine, 50021 Barberino V Elsa FI, Italy","[43.526343, 11.210775]",,
"Q Winery, US","116 S Piney Rd # 104, Chester, MD 21619, USA","[38.9734144, -76.2691559]",,
"Terra Romana Winery, Romania","Ceptura de Jos 107125, Romania","[45.0165508, 26.3412162]",,
"Hans Fahden Winery, US","4855 Petrified Forest Rd, Calistoga, CA 94515, USA","[38.5599267, -122.6302591]",,
"ChÃ¢teau d'Arcins Winery, France","1 Place des ChÃ¢teaux, 33460 Arcins, France","[45.072516, -0.7247429999999999]",,
"Punk Dog Winery, US","918 Enterprise Way, Napa, CA 94558, USA","[38.2592001, -122.2744694]",,
"Tenuta Santavenere Winery, Italy","Str. per Pienza, 39, 53045 Montepulciano SI, Italy","[43.08622039999999, 11.7606081]",,
"Timothy Moore Winery, US","197 N Main St, Naples, NY 14512, USA","[42.6246969, -77.39452419999999]",,
"Winenot Winery, France","30 Ter C.C. carrefour market, Avenue Pierre MendÃ¨s France, 49240 AvrillÃ©, France","[47.50344399999999, -0.584615]",,
"Bailli de Provence Winery, France","Provence, France","[44.0144936, 6.2116438]",,
"Castellaccia Winery, Italy","LocalitÃ  Giuncarico Scalo, 58023 Gavorrano GR, Italy","[42.931667, 10.980062]",,
"ChÃ¢teau la Tour de l'EvÃªque Winery, France","La Tour Sainte-Anne - Route de Cuers, 83390 Pierrefeu-du-Var, France","[43.2231541, 6.1175502]",,
"Domaine Jacourette Winery, France","Route de Trets, 83910 PourriÃ¨res, France","[43.4925831, 5.7227273]",,
"Estandon Winery, France","765 Boulevard Bernard Long, 83170 Brignoles, France","[43.4007427, 6.0533115]",,
"Excelsior Winery, South Africa","R317, Ashton, 6715, South Africa","[-33.8554061, 20.0077339]",,
"Weather Winery, US","19203 Old U.S. 40, Higginsville, MO 64037, USA","[39.0003838, -93.75373160000001]",,
"Paddy Borthwick Winery, New Zealand","141B Dakins Rd, Gladstone, Masterton 5880, New Zealand","[-41.0409374, 175.644439]",,
"Richmond Plains Winery, New Zealand","108 McShane Rd, Nelson 7081, New Zealand","[-41.332925, 173.161236]",,
"Varner Winery, US","555 Portola Rd, Portola Valley, CA 94028, USA","[37.3760516, -122.2229074]",,
"Schweiger Winery, US","4015 Spring Mountain Rd, St Helena, CA 94574, USA","[38.526677, -122.544967]",,
"Alban Winery, US","8575 Orcutt Rd, Arroyo Grande, CA 93420, USA","[35.173972, -120.5309386]",,
"ChÃ¢teau FaugÃ¨res Winery, France","33330 Saint-Ã‰tienne-de-Lisse, France","[44.879479, -0.080478]",,
"Giaconda Winery, Australia","30 McClay Rd, Everton Upper VIC 3678, Australia","[-36.380269, 146.592441]",,
"ChÃ¢teau LabÃ©gorce Margaux Winery, France","Rue de Labegorce, 33460 Margaux, France","[45.0515365, -0.688657]",,
"ChÃ¢teau Brane-Cantenac Winery, France","Chemin de Benqueyre, 33460 Cantenac, France","[45.0241356, -0.6746810999999999]",,
"Steele Winery, US","4350 Thomas Dr, Kelseyville, CA 95451, USA","[38.9929875, -122.8742808]",,
"Henry of Pelham Winery, Canada","1469 Pelham Rd, St. Catharines, ON L2R 6P7, Canada","[43.108796, -79.29577909999999]",,
"Lake Sonoma Winery, US","134 Church St, Sonoma, CA 95476, USA","[38.2931304, -122.4593339]",,
"Storybook Mountain Winery, US","3835 CA-128, Calistoga, CA 94515, USA","[38.6021968, -122.6388055]",,
"Neil Ellis Winery, South Africa","R310 Helshoogte Rd, Idasvallei, Stellenbosch, 7600, South Africa","[-33.92521869999999, 18.8913078]",,
"Colio Winery, Canada","1 Colio Dr, Harrow, ON N0R 1G0, Canada","[42.0405297, -82.9160801]",,
"Waterford Winery, South Africa","Upper Blaauwklippen Rd, Helderberg Rural, 7600, South Africa","[-33.995303, 18.870639]",,
"Meander Winery, US","1770 Dean York Ln, St Helena, CA 94574, USA","[38.504438, -122.485673]",,
"Gianfranco Alessandria Winery, Italy","Borgata Manzoni, 13, 12065 Monforte d'Alba CN, Italy","[44.58367699999999, 7.9546186]",,
"Honig Winery, US","850 Rutherford Rd, Rutherford, CA 94573, USA","[38.472074, -122.407196]",,
"Krug Winery, France","5 Rue Coquebert, 51100 Reims, France","[49.2611161, 4.036288]",,
"Bruno Rocca Winery, Italy","str 12050, Str. Rabaja, 60, 12050 Barbaresco CN, Italy","[44.71468240000001, 8.084687599999999]",,
"Luigi Pira Winery, Italy","d'Alba, Via Xx Settembre, 9Bis, 12050 Serralunga d'Alba CN, Italy","[44.6105968, 7.9989317]",,
"Orlando Abrigo Winery, Italy","Via Cappelletto, 5, 12050 Treiso CN, Italy","[44.663166, 8.099337000000002]",,
"ChÃ¢teau le Bonnat Winery, France","23220 Bonnat, France","[46.327915, 1.904046]",,
"Dourthe Winery, France","1 Chemin la Tour, 33650 Martillac, France","[44.7089854, -0.5395568]",,
"Josmeyer Winery, France","76 Rue Clemenceau, 68920 Wintzenheim, France","[48.0740772, 7.2855265]",,
"Kason Winery, US","7200 NW Bony Rd, Yamhill, OR 97148, USA","[45.35178, -123.18879]",,
"M. Autumn Winery, US","19947 Co Hwy J, Chippewa Falls, WI 54729, USA","[44.8852109, -91.2693018]",,
"ChÃ¢teau la Martinette Winery, France","4005 Chemin de la Martinette, 83510 Lorgues, France","[43.455842, 6.335147]",,
"ChÃ¢teau Pas du Cerf Winery, France","5920 Route de CollobriÃ¨res, 83250 La Londe-les-Maures, France","[43.1929485, 6.2081578]",,
"ChÃ¢teau Thuerry Winery, France","Chemin Thuerry, 83690 Villecroze, France","[43.553944, 6.302010999999999]",,
"Cupcake Winery, New Zealand","4596 Tesla Rd, Livermore, CA 94550, USA","[37.6669183, -121.7397868]",,
"Selvanova Winery, Italy","Via Selvanova, 81010 Castel Campagnano CE, Italy","[41.1700769, 14.4165089]",,
"Tre Anelli Winery, US","2923 Grand Ave, Los Olivos, CA 93441, USA","[34.6659634, -120.1152412]",,
"Domaine de Savagny Winery, France","39 Rue du Faubourg Saint-Nicolas, 21200 Beaune, France","[47.0292903, 4.8400977]",,
"ChÃ¢teau Haut Peyrefaure Winery, France","103 Avenue de Cadaujac, 33850 LÃ©ognan, France","[44.7332821, -0.5809653]",,
"ChÃ¢teau la FaviÃ¨re Winery, France","32 Rue Antoine de Saint-ExupÃ©ry, 33660 Saint-Seurin-sur-l'Isle, France","[45.0064431, -0.0112941]",,
"City Winery Chicago Winery, US","1200 W Randolph St, Chicago, IL 60607, USA","[41.884588, -87.6571111]",,
"Claro Winery, Chile","4053 AZ-260, Camp Verde, AZ 86322, USA","[34.528868, -111.782685]",,
"Alliance Loire Winery, France","49400 Saint-Cyr-en-Bourg, France","[47.200408, -0.0698876]",,
"Red Blend Winery, US","27150 US-24, Waverly, MO 64096, USA","[39.20023399999999, -93.593645]",,
"Cave des Producteurs de Vouvray Winery, France","38 Rue de la VallÃ©e Coquette, 37210 Vouvray, France","[47.4166843, 0.7807713]",,
"ChÃ¢teau Bel Air la RoyÃ¨re Winery, France","ChÃ¢teau Bel Air La RoyÃ¨re 1, 1 Les Ricards 33390 Cars, Les Ricards, 33390 Cars, France","[45.1154215, -0.6187313999999999]",,
"ChÃ¢teau BrÃ©hat Winery, France","Ã_le-de-BrÃ©hat, France","[48.846085, -2.999939]",,
"ChÃ¢teau Camarsac Winery, France","30 Route de Bergerac, 33750 Camarsac, France","[44.828449, -0.369749]",,
"Rutherford Grove Winery, US","1673 St Helena Hwy, St Helena, CA 94574, USA","[38.47159, -122.4356324]",,
"Sierra Norte Winery, Spain","Calle del Transporte, 2, 46340 Requena, Valencia, Spain","[39.5031575, -1.1242547]",,
"Vignoble de la Jarnoterie Winery, France","La Jarnoterie, 37140 Saint-Nicolas-de-Bourgueil, France","[47.2956384, 0.1323795]",,
"Baron Herzog Winery, US","3201 Camino Del Sol, Oxnard, CA 93030, USA","[34.2053663, -119.13042]",,
"Chartron et TrÃ©buchet Winery, France","8 Bis, Grande Rue, 21190 Puligny-Montrachet, France","[46.9445249, 4.756336]",,
"Villa Canestrari Winery, Italy","Via D. Broglio, 2, 37030 Colognola ai Colli VR, Italy","[45.43593, 11.187422]",,
"Cantina Valle Isarco Winery, Italy","Leitach Coste, 50, 39043 Chiusa BZ, Italy","[46.6480894, 11.5842165]",,
"Sandro de Bruno Winery, Italy","Via Santa Margherita, 26, 37030 Montecchia di Crosara VR, Italy","[45.456324, 11.314654]",,
"Stonehaven Winery, Australia","Riddoch Hwy, Padthaway SA 5271, Australia","[-36.6600887, 140.5470824]",,
"Valter Sirk Winery, Slovenia",Slovenia,"[46.151241, 14.995463]",,
"Bastianich Winery, Croatia","KrunÄçiÄ‡i 2, 52448, Sveti LovreÄç, Croatia","[45.1472772, 13.7356111]",,
"Bella Piazza Winery, US","19900 Shenandoah School Rd, Plymouth, CA 95669, USA","[38.4946887, -120.8214582]",,
"Chatom Vineyards, US","1969 CA-4, Douglas Flat, CA 95229, USA","[38.108317, -120.461129]",,
"Domaine de la Perruche Winery, France","29 Rue de la MaumeniÃ¨re, 49730 Montsoreau, France","[47.2184345, 0.0508352]",,
"Faust Winery, US","1040 Main St, Napa, CA 94559, USA","[38.2998345, -122.2856749]",,
"Hecht & Bannier Winery, France","45 Rue Roux Alpheran, 13100 Aix-en-Provence, France","[43.5246666, 5.4508147]",,
"Henri Goutorbe Winery, France","9B Rue Jeanson, 51160 Ay, France","[49.0563678, 4.0042507]",,
"Li Veli Winery, Italy","S.P. Cellino-Campi, Km 1, 72020 Cellino S. Marco BR, Italy","[40.4577196, 17.9688914]",,
"Lucania Winery, Italy","S.P. 123 Bis Km. 7,350, 85013 Genzano di Lucania PZ, Italy","[40.8272243, 16.0426298]",,
"Murfatlar Winery, Romania","Strada Murfatlarului 1, Murfatlar 905100, Romania","[44.1831887, 28.4097218]",,
"Page Springs Winery, US","1500 N Page Springs Rd, Cornville, AZ 86325, USA","[34.7578306, -111.8950438]",,
"Principessa Gavia Winery, Italy","15066 Gavi AL, Italy","[44.6880915, 8.8037472]",,
"Sandrone Winery, Italy","Via Pugnane, 4, 12060 Barolo CN, Italy","[44.6208903, 7.954625300000001]",,
"Shaw Winery, US","3901 NY-14, Dundee, NY 14837, USA","[42.5780091, -76.93032319999999]",,
"Cornarea Winery, Italy","Via Torino, 5, 12040 Vezza d'Alba CN, Italy","[44.757222, 8.0062186]",,
"Finca El Portillo Winery, Argentina","Ruta 89 s/n, Los Arboles, Mendoza, Argentina","[-33.49410200000001, -69.24280499999999]",,
"Jalama Winery, US","119 La Plaza, Palm Springs, CA 92262, USA","[33.8223232, -116.5460371]",,
"Romana Carlo Winery, Italy","Fraz. Gombe Loc. Barroeri 16, 12063 Dogliani CN, Italy","[44.512176, 7.944166000000001]",,
"Barra Winery, US","7051 N State St, Redwood Valley, CA 95470, USA","[39.2462537, -123.2074254]",,
"Bodega Goulart Winery, Argentina","Cobos 2601, RÃ_o Mendoza, 5509 LujÃ¡n de Cuyo, Mendoza, Argentina","[-33.0553462, -68.9073514]",,
"Five Rows Winery, US","361 Tanbark Rd, St. Davids, ON L0S 1P0, Canada","[43.1639375, -79.10880689999999]",,
"Tin Roof Winery, US","21692 8th St E Ste. 340, Sonoma, CA 95476, USA","[38.263247, -122.439948]",,
"Teanum Winery, Italy","Via Monsignor Giuseppe Lenotti, 11, 71122 Foggia FG, Italy","[41.4421898, 15.5619437]",,
"Jeff Gordon Winery, US","671 Levey Rd, Pasco, WA 99301, USA","[46.279473, -118.845608]",,
"Rock Stream Winery, US","9700, 162 Fir Tree Point Rd, Rock Stream, NY 14878, United States","[42.47161639999999, -76.91968059999999]",,
"Hamilton Winery, US","55410 N Sunset Rd, Benton City, WA 99320, USA","[46.2935395, -119.4518873]",,
"Brugnano Winery, Italy","Via S. Carlo, 90047 Partinico PA, Italy","[38.064209, 13.100938]",,
"Ambition Winery, US","2327 N 400 Rd, Edgerton, KS 66021, USA","[38.795373, -95.069773]",,
"Blue Teal Winery, US","3150 S Rocky Comfort Rd, Makanda, IL 62958, USA","[37.5768752, -89.1141317]",,
"Bodegas AdriÃ¡ Winery, Spain","Antigua Carretera Madrid-CoruÃ±a-Vl, km 408, 24500 Villafranca del Bierzo, LeÃ_n, Spain","[42.5995782, -6.7923249]",,
"Mendoza Vineyards, Argentina","Av. ColÃ_n 531, 5500 Mendoza, Argentina","[-32.8935066, -68.8473391]",,
"Montefiore Winery, Israel","Yo'ezer St 7, Tel Aviv-Yafo, Israel","[32.0548155, 34.7573837]",,
"Kenefick Ranch Winery, US","2200 Pickett Rd, Calistoga, CA 94515, USA","[38.590157, -122.556074]",,
"Valenti Winery, Italy","337 San Anselmo Ave, San Anselmo, CA 94960, USA","[37.973247, -122.562295]",,
"Masseria del Feudo Winery, Italy","Contrada Grottarossa, snc, 93100 Caltanissetta CL, Italy","[37.4070073, 13.9018891]",,
"Tucannon Winery, US","40504 Demoss Rd, Benton City, WA 99320, USA","[46.2710276, -119.4737913]",,
"VIgnobles Roux Winery, France","1 Beauces, 33540 Gornac, France","[44.682248, -0.196431]",,
"South Coast Winery, US","34843 Rancho California Rd, Temecula, CA 92591, USA","[33.533747, -117.0522391]",,
"Alliata Winery, Italy","Contrada Carcitella, 91026 Mazara del Vallo, TP, Italy","[37.786858, 12.6366337]",,
"ChÃ¢teau Clauzet Winery, France","46 Rue du MÃ©doc, 33180 Saint-EstÃ¨phe, France","[45.24298599999999, -0.788634]",,
"Vionta Winery, Spain","Parroquia de Simes, Lugar Axis s/n, 36968 MeaÃ±o, Pontevedra, Spain","[42.4287185, -8.763729699999999]",,
"Wrongo Dongo Winery, Spain","Paraje de la Aragona, Carretera de Fuente Alamo, S/N, 30520 Jumilla, Murcia, Spain","[38.563188, -1.350314]",,
"PrÃ  Winery, Italy","Via della Fontana, 31, 37032 Monteforte d'Alpone VR, Italy","[45.4255617, 11.2798761]",,
"Windward Vineyard, US","1380 Live Oak Rd, Paso Robles, CA 93446, USA","[35.5896406, -120.7158186]",,
"Emina Winery, Spain","Carretera de San Bernardo s/n, 47359 Valbuena de Duero, Valladolid, Spain","[41.639346, -4.259034]",,
"Fattoria Zerbina Winery, Italy","Via Vicchio, 11, 48018 Marzeno, Faenza RA, Italy","[44.2337497, 11.8605776]",,
"Fox Meadow Winery, US","3310 Freezeland Rd, Linden, VA 22642, USA","[38.935282, -78.047744]",,
"ChÃ¢teau Bellegrave Winery, France","22 Route des ChÃ¢teaux, 33250 Pauillac, France","[45.1836395, -0.7519486999999999]",,
"ChÃ¢teau Franc Mayne Winery, France","14 La Gomerie RD 243, 33330 Saint-Ã‰milion, France","[44.899553, -0.171146]",,
"Astrale e Terra Winery, US","4225 Solano Ave, Napa, CA 94558, USA","[38.3364765, -122.3229962]",,
"Enon Winery, South Africa","5118 W Jackson Rd, Enon, OH 45323, USA","[39.836212, -83.914219]",,
"Wilson Winery, US","1960 Dry Creek Rd, Healdsburg, CA 95448, USA","[38.6392714, -122.9008924]",,
"Jermann Winery, Italy","LocalitÃ  Trussio Ruttars, 11A, 34070 Ruttars, Dolegna del Collio GO, Italy","[45.9889302, 13.4694797]",,
"Lafond Winery, US","6855 Santa Rosa Rd, Buellton, CA 93427, USA","[34.5956362, -120.2702023]",,
"Markus Altenburger Winery, Austria","Untere HauptstraÃŸe 62, 7093 Jois, Austria","[47.9602976, 16.796743]",,
"Native Flora Winery, US","11812 NE Worden Hill Rd, Newberg, OR 97132, USA","[45.301693, -123.064032]",,
"Netzl Winery, Austria","RosenbergstraÃŸe 17, 2464 GÃ¶ttlesbrunn-Arbesthal, Austria","[48.0617904, 16.7365658]",,
"Palliser Estate Winery, New Zealand","96 Kitchener St, Wellington 5741, New Zealand","[-41.2119216, 175.453044]",,
"Domaine Souviou Winery, France","Route Nationale 8, 83330 Le Beausset, France","[43.2273404, 5.812588]",,
"Grand Napa Winery, US","Grandview Dr, Napa, CA 94558, USA","[38.2711479, -122.307829]",,
"Mansion Creek Winery, US","6, W Rose St suite 105, Walla Walla, WA 99362, USA","[46.067833, -118.340999]",,
"ChÃ¢teau Lacave Winery, Brazil","Rodovia BR-116, KM 143, S/N - SÃ£o Cristovao, Caxias do Sul - RS, 95059-525, Brazil","[-29.1264887, -51.1256357]",,
"Castillo Viejo Winery, Uruguay","Ruta 68 km 24 - Las Piedras, Departamento de Canelones, Uruguay","[-34.7050543, -56.1793838]",,
"Healdsburg Ranches Winery, US","700 Grove St, Healdsburg, CA 95448, USA","[38.617474, -122.875363]",,
"Stone Edge Farm Winery, US","19330 Carriger Rd, Sonoma, CA 95476, USA","[38.2901707, -122.5034095]",,
"Le Chateau Winery, US","1355 2nd Ave, New York, NY 10021, USA","[40.7684892, -73.9589049]",,
"Carmenet Winery, US","1700 Moon Mountain Rd, Sonoma, CA 95476, USA","[38.3469741, -122.461617]",,
"Mark West Winery, US","3631 Mark West Station Rd, Windsor, CA 95492, USA","[38.5120549, -122.845674]",,
"Domaine Vaquer Winery, France","1 Rue des Ã‰coles, 66300 Tresserre, France","[42.5622701, 2.8294236]",,
"Cantina Santa Maddalena Winery, Italy","Piazza Gries, 2, 39100 Bolzano BZ, Italy","[46.502527, 11.334656]",,
"Castel Sallegg Winery, Italy","Vicolo di Sotto 15, 39052 Caldaro Sulla Strada del Vino Bolzano Italy, 39052 Caldaro BZ, Italy","[46.414789, 11.239828]",,
"Celler PiÃ±ol Winery, Spain","Avinguda d'AragÃ_, 9, 43786 Batea, Tarragona, Spain","[41.0929416, 0.3113313]",,
"Mas Igneus Winery, Spain","Crta. T-710 km.11,1, 43737 Gratallops, Tarragona, Spain","[41.204978, 0.77942]",,
"Malavasi Daniele Winery, Italy","LocalitÃ  S. Giacomo Sotto, 1, 25010 Pozzolengo BS, Italy","[45.417091, 10.624654]",,
"Masut da Rive Winery, Italy","Via Alessandro Manzoni, 82, 34070 Mariano del Friuli GO, Italy","[45.9147563, 13.458983]",,
"O. Fournier Winery, Chile","Calle Los Indios s/n, 5567 Valle de Uco, Mendoza, Argentina","[-33.803535, -69.1184171]",,
"Page Mill Winery, US","1960 S Livermore Ave, Livermore, CA 94550, USA","[37.669149, -121.74592]",,
"Pinhal da Torre Winery, Portugal","Quinta de SÃ£o JoÃ£o, 2090-170 AlpiarÃ§a, Portugal","[39.276439, -8.557319999999999]",,
"CalNaturale Winery, US","3423 US-131, Petoskey, MI 49770, USA","[45.3278278, -84.9615857]",,
"ViÃ±a Los Boldos Winery, Chile","Camino Los Boldos s/n, Requinoa, RegiÃ_n del Libertador Gral. Bernardo Oâ€™Higgins, Chile","[-34.3000093, -70.8185298]",,
"Les Jamelles Winery, France","1 Route des CorbiÃ¨res, 11800 Monze, France","[43.1585782, 2.4594299]",,
"Bodegas Los Llanos Winery, Spain","729 13th St, Paso Robles, CA 93446, USA","[35.6278783, -120.6908023]",,
"Vinhos Norte Winery, Portugal","N311 11, 4820 VÃ¡rzea Cova, Portugal","[41.5052713, -8.0728369]",,
"Giorgio Meletti Cavallari Winery, Italy","Via del Casone Ugolino, 26, 57022 Castagneto Carducci LI, Italy","[43.16777889999999, 10.5817616]",,
"Church Road Winery, New Zealand","150 Church Rd, Taradale, Napier 4112, New Zealand","[-39.5250032, 176.8458187]",,
"D & R Dubois Winery, France","7 Route de Nuits St Georges, 21700 Premeaux-Prissey, France","[47.1127982, 4.9396281]",,
"Edge Winery, US","1636 SE 85th St, Wakarusa, KS 66546, USA","[38.9141905, -95.65576349999999]",,
"Solabal Winery, Spain","Camino San BartolomÃ©, 6, 26339 ÃÅbalos, La Rioja, Spain","[42.57035279999999, -2.7127061]",,
"Te Kairanga Winery, New Zealand","Martins Rd, Martinborough 5954, New Zealand","[-41.224682, 175.492237]",,
"Lawson's Dry Hills Winery, New Zealand","238 Alabama Rd, Blenheim 7274, New Zealand","[-41.5284765, 173.9709785]",,
"Montenisa Winery, Italy","Via Papa Paolo VI, 62, 25046 Calino BS, Italy","[45.5916849, 10.0197113]",,
"Morris Ranch Winery, US","6266 US-290, Fredericksburg, TX 78624, USA","[30.2918832, -98.9760768]",,
"Brandborg Winery, US","345 1st St, Elkton, OR 97436, USA","[43.6363158, -123.5658985]",,
"ChÃ¢teau Anthonic Winery, France","33480 Moulis-en-MÃ©doc, France","[45.06522529999999, -0.7672397999999999]",,
"ChÃ¢teau Coufran Winery, France","ChÃ¢teau Coufran, 33180 Saint-Seurin-de-Cadourne, France","[45.304982, -0.7890199999999999]",,
"Carhartt Vineyard, US","2990 Grand Ave A, Los Olivos, CA 93441, USA","[34.6672528, -120.1145832]",,
"Starfield Winery, US","2740 Jaquier Road, Placerville, CA 95667, USA","[38.738864, -120.759141]",,
"Te Whare Ra Winery, New Zealand","56 Anglesea St, Renwick 7204, New Zealand","[-41.5111909, 173.8161695]",,
"ChÃ¢teau Rimauresq Winery, France","Quartier Rimaurets, 83790 Pignans, France","[43.2925165, 6.2400727]",,
"Coral Wines, US","8140 Wiles Rd, Coral Springs, FL 33067, USA","[26.286669, -80.234994]",,
"Castello di Monterinaldi Winery, Italy","C.S. Pesanella, Loc. Lucarelli, 53017 Radda in Chianti SI, Italy","[43.51408199999999, 11.319222]",,
"Castello di Radda Winery, Italy","LocalitÃ  Il Becco, 101/a, 53017 Radda in Chianti SI, Italy","[43.49651490000001, 11.3688434]",,
"Quinta de Soalheiro Winery, Portugal","Charneca Alvaredo, 4960-010 MelgaÃ§o, Portugal","[42.097443, -8.309965]",,
"San Leonino Winery, Italy","LocalitÃ  S. Leonino, 23, 53011 Castellina in Chianti SI, Italy","[43.4174, 11.296402]",,
"Setriolo Winery, Italy","localita setriolo, 61, 53011 Castellina in Chianti SI, Italy","[43.448066, 11.258889]",,
"Dachshund Winery, US","104 Brewers Rd, Milford, ON K0K 2P0, Canada","[43.9068558, -77.07273959999999]",,
"Borgo Salcetino Winery, Italy","Localita' Salcetino, Lucarelli, Si 53017, Italy","[43.51843, 11.32495]",,
"Castello di Fonterutoli Winery, Italy","Strada regionale 222 Chiantigiana, 53011 Fonterutoli, Castellina in Chianti SI, Italy","[43.4357137, 11.3063694]",,
"Wiese & Krohn Winery, Portugal","149, R. de Serpa Pinto, Vila Nova de Gaia, Portugal","[41.13533229999999, -8.6183178]",,
"Crinella Winery, US","6772 CA-116, Forestville, CA 95436, USA","[38.4736117, -122.8939856]",,
"Leconfield Winery, Australia","439 Main Rd, McLaren Vale SA 5171, Australia","[-35.2320895, 138.5510193]",,
"Cali 351 Winery, US","351 W California Ave, Glendale, CA 91203, USA","[34.1500371, -118.2600509]",,
"Sonoma Coast Vineyards, US","555 CA-1, Bodega Bay, CA 94923, USA","[38.325016, -123.0394451]",,
"Paul Cluver Winery, South Africa","N2, South Africa","[-34.168747, 19.085455]",,
"Garnier et Fils Winery, France","Chemin de MÃ¨re, 89144 Ligny-le-ChÃ¢tel, France","[47.8984779, 3.761883]",,
"Isabel Mondavi Winery, US","7801 St Helena Hwy, Oakville, CA 94562, USA","[38.4412684, -122.4098023]",,
"JR Wine Winery, US","3209 US-290, Johnson City, TX 78636, USA","[30.2672155, -98.45910490000001]",,
"Felton Road Winery, New Zealand","Felton Rd, Bannockburn 9384, New Zealand","[-45.0738805, 169.1302172]",,
"Domaine Emmanuel Giboulot Winery, France","4 Rue de Seurre, 21200 Beaune, France","[47.0195918, 4.8461297]",,
"ChÃ¢teau AngÃ©lus Winery, France","ChÃ¢teau AngÃ©lus, 33330 Saint-Ã‰milion, France","[44.8929538, -0.1716513]",,
"ChÃ¢teau la GaffeliÃ¨re Winery, France","La GaffeliÃ¨re-Ouest, 33330 Saint-Ã‰milion, France","[44.88551, -0.157011]",,
"ChÃ¢teau Rol Valentin Winery, France","5, les Cabannes Sud, 33330 Saint-Ã‰milion, France","[44.911257, -0.16723]",,
"ChÃ¢teau Grand Mayne Winery, France","Le Grand Mayne, 33330 Saint-Ã‰milion, France","[44.9001573, -0.1768926]",,
"ChÃ¢teau La Bon Pasteur Winery, France","10 Chemin de Maillet, 33500 Pomerol, France","[44.9292682, -0.180795]",,
"ChÃ¢teau Quintus Winery, France","33330 Saint-Ã‰milion, France","[44.8846497, -0.17288]",,
"ChÃ¢teau Berliquet Winery, France","1 Berliquet, 33330 Saint-Ã‰milion, France","[44.8878081, -0.1666574]",,
"ChÃ¢teau Clinet Winery, France","16 Chemin de Feytit, 33500 Pomerol, France","[44.9340724, -0.2047785]",,
"Quinta da Prelada Winery, Portugal","Avenida Diogo Leite 256, 4400-111 Vila Nova De Gaia, Portugal","[41.13780819999999, -8.6120652]",,
