USAF,WBAN,STATION NAME,CTRY,ST CALL,LAT,LON,ELEV(M),BEGIN,END
722205,99999,THEDFORD(NEXRAD),US,NE KLNX,41.950000,-100.583000,905,20061120,20061120
722208,4224,ORCAS ISLAND AIRPORT,US,WA KORS,48.708000,-122.911000,9.5,20060101,20180620
722208,99999,EASTSOUND ORCAS ISLA,US,WA KORS,48.717000,-122.917000,9,20040803,20071231
722209,12986,CALHOUN COUNTY AIRPORT,US,TX KPKV,28.654000,-96.681000,9.1,20060101,20180620
722209,99999,CALHOUN CO,US,TX KPKV,28.650000,-96.683000,9,20040803,20071231
722210,13858,EGLIN AFB AIRPORT,US,FL KVPS,30.483000,-86.517000,26.5,19380910,20180620
722210,99999,VALPARAISO/EGLIN AF,US,FL KVPS,30.483000,-86.517000,29,19720101,20071231
722211,94087,THOMAS COUNTY AIRPORT,US,NE KTIF,41.964000,-100.569000,888.2,20060101,20180620
722211,99999,THOMAS COUNTY,US,NE KTIF,41.967000,-100.567000,892,20040904,20071231
722212,92814,ST AUGUSTINE AIRPORT,US,FL KSGJ,29.959000,-81.340000,3.1,20060101,20180620
722212,99999,ST AUGUSTINE,US,FL KSGJ,29.967000,-81.333000,3,19970123,20071231
722213,12819,LEESBURG REGIONAL AIRPORT,US,FL KLEE,28.821000,-81.810000,23.5,20060101,20180620
722213,99999,LEESBURG RGNL,US,FL KLEE,28.823000,-81.809000,23,19431221,20071231
722214,3070,MOORE COUNTY AIRPORT,US,TX KDUX,35.858000,-102.013000,1129.3,20060101,20180620
722214,99999,MOORE CO,US,TX KDUX,35.858000,-102.013000,1129,20040824,20071231
722215,13884,BOB SIKES AIRPORT,US,FL KCEW,30.780000,-86.523000,57.9,19730101,20180620
722216,99999,NORTH AF AUX,US,SC KXNO,33.615000,-81.084000,97.8,20071024,20180618
722217,63881,W H `BUD` BARRON AIRPORT,US,GA KDBN,32.564000,-82.985000,94.2,20060101,20180620
722217,99999,W H BUD BARRON,US,GA KDBN,32.564000,-82.985000,94,20050628,20071231
722218,356,CAMBRIDGE DORCHESTER AIRPORT,US,MD KCGE,38.533000,-76.033000,6.1,20130115,20180620
722218,99999,CAMBRIDGE DORCHESTER,US,MD KCGE,38.539000,-76.030000,5.8,20061003,20180516
722219,99999,SHELL AHP,US,AL KSXS,31.363000,-85.849000,121.9,20131211,20180619
722220,99999,PENSACOLA  FL,US,,30.483000,-87.183000,38,20010908,20180619
722221,444,DIXON AIRPORT,US,WY KDWX,41.037000,-107.493000,1996.1,20150529,20180620
722221,99999,DIXON ARPT,US,WY KDWX,41.038000,-107.497000,1987.3,20100527,20171006
722223,13899,PENSACOLA REGIONAL AIRPORT,US,FL KPNS,30.478000,-87.187000,34.1,19900228,20180620
722224,53862,PERRY FOLEY,US,FL K40J,30.072000,-83.574000,13.7,20060101,20171231
722224,99999,PERRY FOLEY,US,FL,30.069000,-83.581000,13.7,19440416,20071231
722225,3855,PENSACOLA NAS,US,FL KNPA,30.350000,-87.317000,8.5,19450201,20180620
722226,93841,WHITING FIELD NAVAL AIR STATI,US,FL KNSE,30.717000,-87.017000,60.7,19730101,20180620
722227,3815,PENSACOLA SAUFLEY NAS,US,FL,30.483000,-87.350000,28,19730102,19751231
722228,99999,SANTA ROSA COAST GUARD STATIO,US,FL,30.320000,-87.250000,2,19750916,19790818
722230,13894,MOBILE REGIONAL AIRPORT,US,AL KMOB,30.688000,-88.246000,65.5,19730101,20180620
722231,357,HAMILTON MUNICIPAL AIRPORT,US,TX KMNZ,31.666000,-98.149000,396.2,20170519,20180620
722231,99999,HAMILTON MUNI,US,TX KMNZ,31.666000,-98.149000,395.9,20080227,20180516
722235,13838,MOBILE DOWNTOWN AIRPORT,US,AL KBFM,30.626000,-88.068000,7.9,19420701,20180620
722235,99999,MOBILE DOWNTOWN,US,AL KBFM,30.617000,-88.067000,8,20000101,20031231
722236,99999,MOBILE POINT COAST GUARD STAT,US,AL,30.230000,-88.030000,1,19750916,19771211
722237,99999,PASCAGOULA COAST GUARD STATIO,US,MS,30.370000,-88.570000,8,19750916,19790724
722238,63873,HANCHEY ARMY HELIPORT (FORT R,US,AL KHEY,31.350000,-85.667000,96.6,20060901,20180620
722238,99999,HANCHEY AHP,US,AL KHEY,31.350000,-85.650000,97,19791207,20071231
722239,53861,LOWE ARMY HELIPORT (FORT RUCK,US,AL KLOR,31.356000,-85.751000,74.4,20080717,20180620
722239,99999,LOWE AHP,US,AL KLOR,31.350000,-85.750000,74,19890714,19980401
722240,99999,CAPE SAN BLAS  FL.,US,FL,29.683000,-85.367000,2,19780823,20040527
722241,54925,WAYNE MUNICIPAL AIRPORT,US,NE KLCG,42.242000,-96.983000,434,20060101,20180620
722241,99999,WAYNE MUNI,US,NE KLCG,42.250000,-96.983000,436,20050722,20071231
722242,99999,GALLIANO HELIPORT,US,LA K2GL,29.400000,-90.300000,2,20061024,20080626
722243,3738,RICHMOND COUNTY AIRPORT,US,NC KRCZ,34.891000,-79.759000,109.1,20061024,20180620
722244,358,COLLEGE PARK AP,US,MD KCGS,38.981000,-76.922000,15.2,20080101,20180620
722244,99999,COLLEGE PARK,US,MD KCGS,38.981000,-76.922000,14.6,19761215,20111231
722245,3882,PANAMA CITY-BAY CO. INT AP,US,FL KPFN,30.212000,-85.683000,6.4,20060101,20100603
722245,99999,PANAMA CITY BAY CO,US,FL KPFN,30.200000,-85.683000,6,19730101,20071231
722246,3844,EGLIN AF AUX NR 3 D,US,FL KEGI,30.650000,-86.517000,58,19490908,20180619
722246,99999,DUKE FLD,US,FL KEGI,30.650000,-86.523000,59.4,20000103,20071231
722247,54785,SOMERSET AIRPORT,US,NJ KSMQ,40.624000,-74.669000,32,20060101,20180620
722247,99999,SOMERSET,US,NJ KSMQ,40.633000,-74.667000,32,20050217,20071227
722248,359,SOUTHLAND FIELD AIRPORT,US,LA KUXL,30.131000,-93.376000,3.1,20180101,20180620
722248,99999,SOUTHLAND FLD,US,LA KUXL,30.131000,-93.376000,3.4,20070125,20071231
722249,63887,HOOK FIELD MUNICIPAL AIRPORT,US,OH KMWO,39.531000,-84.395000,198.1,20061024,20180620
722250,13829,LAWSON AAF AIRPORT,US,GA KLSF,32.350000,-85.000000,70.7,19390501,20180620
722250,99999,FORT BENNING,US,GA KLSF,32.333000,-85.000000,71,20000101,20071231
722251,53958,RUSTON REGIONAL AIRPORT,US,LA KRSN,32.514000,-92.588000,94.8,20060425,20180620
722252,54923,MYERS FIELD AIRPORT,US,MN KCNB,44.729000,-96.266000,363.6,20061018,20180620
722253,53992,MOREHOUSE MEMORIAL AIRPORT,US,LA KBQP,32.756000,-91.881000,50.9,20061018,20180620
722255,93842,COLUMBUS METRO AIRPORT,US,GA KCSG,32.516000,-84.942000,119.5,19480101,20180620
722256,64774,MARSHFIELD MUNICIPAL AIRPORT,US,MA KGHG,42.098000,-70.672000,3.4,20061024,20180620
722260,13895,MONTGOMERY  RGNL (DANNELLY FD,US,AL KMGM,32.300000,-86.408000,61.6,19730101,20180620
722261,360,OKEECHOBEE COUNTY AIRPORT,US,FL KOBE,27.267000,-80.850000,10.1,20150224,20180620
722261,99999,OKEECHOBEE CO,US,FL KOBE,27.263000,-80.850000,10.4,20070116,20180516
722265,13821,MAXWELL AFB AIRPORT,US,AL KMXF,32.383000,-86.350000,52.1,19351001,20180620
722265,99999,MAXWELL AFB,US,AL KMXF,32.383000,-86.367000,52,20000102,20071231
722266,13850,CRAIG FLD,US,AL KSEM,32.350000,-86.983000,51,19410701,19770831
722266,99999,CRAIG FLD,US,AL KSEM,32.344000,-86.988000,50.6,20140109,20180619
722267,3878,TROY MUNICIPAL AIRPORT,US,AL KTOI,31.861000,-86.012000,121,19730108,20180620
722267,99999,TROY MUNI,US,AL KTOI,31.867000,-86.017000,121,20000103,20031231
722268,13839,DOTHAN REGIONAL AIRPORT,US,AL KDHN,31.317000,-85.450000,114,20060101,20180620
722268,93843,DOTHAN RGNL,US,AL KDHN,31.317000,-85.450000,122,19411216,19991231
722268,99999,DOTHAN RGNL,US,AL KDHN,31.317000,-85.450000,122,20000101,20071231
722269,3850,CAIRNS ARMY AIRFIELD (FORT RU,US,AL KOZR,31.267000,-85.717000,91.7,19541101,20180620
722269,99999,CAIRNS AAF,US,AL KOZR,31.267000,-85.700000,92,20000101,20071231
722270,13864,DOBBINS AIR RESERVE BASE AIRP,US,GA KMGE,33.917000,-84.517000,325.5,19460901,20180620
722270,99999,MARIETTA/DOBBINS AF,US,GA KMGE,33.917000,-84.517000,326,20000101,20071231
722273,99999,ATLANTA (NAVRES),US,GA,33.917000,-84.517000,326,20030712,20030712
722274,54939,CENTERVILLE MUNICIPAL AIRPORT,US,IA KTVK,40.684000,-92.901000,311.8,20170310,20180620
722274,99999,CENTERVILLE MUNI,US,IA KTVK,40.684000,-92.901000,313,20090601,20180515
722275,53843,ANDALUSIA OPP,US,AL K79J,31.309000,-86.394000,94.5,20060103,20180620
722275,99999,ANDALUSIA OPP,US,AL K79J,31.309000,-86.394000,94.5,19730101,20071231
722276,53820,MIDDLETON FIELD AIRPORT,US,AL KGZH,31.416000,-87.044000,78.6,20060101,20180620
722276,99999,MIDDLETON FLD,US,AL KGZH,31.417000,-87.050000,79,19931115,20071231
722279,53852,PRYOR FIELD REGIONAL ARPT,US,AL KDCU,34.653000,-86.945000,180.4,20060101,20180620
722279,99999,PRYOR FLD RGNL,US,AL KDCU,34.653000,-86.945000,180,19990114,20071231
722280,13876,BIRMINGHAM INTERNATIONAL AIRP,US,AL KBHM,33.566000,-86.745000,187.5,19420801,20180620
722284,3892,ABRN-OPLKA R G PITTS ARPT,US,AL KAUO,32.616000,-85.433000,236.5,20060101,20180620
722284,99999,AUBURN OPELIKA ROBE,US,AL KAUO,32.616000,-85.433000,237,19920507,20071231
722285,3896,GADSDEN MUNICIPAL AIRPORT,US,AL KGAD,33.967000,-86.083000,173.4,20060101,20180620
722285,99999,GADSDEN MUNI,US,AL KGAD,33.967000,-86.083000,173,19730101,20071231
722286,93806,TUSCALOOSA MUNICIPAL ARPT,US,AL KTCL,33.212000,-87.616000,45.7,19730101,20180620
722286,99999,TUSCALOOSA RGNL,US,AL KTCL,33.217000,-87.600000,52,20000101,20031231
722287,13871,ANNISTON METROPOLITAN ARPT,US,AL KANB,33.587000,-85.856000,181.1,19730101,20180620
722288,99999,AUBURN UNIV. (AMOS),US,AL KAUB,32.600000,-85.500000,198,19910822,19960330
722290,3881,NWS METEOROLOGICAL OBSY,US,AL KCKL,32.900000,-87.250000,138.1,19760325,20041231
722290,99999,CENTREVILLE,US,AL KCKL,32.900000,-87.250000,140,20020826,20051007
722291,470,PLATTSMOUTH MUNICIPAL AIRPORT,US,NE KPMV,40.948000,-95.917000,367.3,20150529,20180620
722291,99999,PLATTSMOUTH MUNI,US,NE KPMV,40.950000,-95.918000,366.4,20061121,20180515
722293,99999,CAMERON,US,LA KCVW,29.784000,-93.300000,5,19810918,20180619
722294,99999,GRAND CHENIER (LITTLE PECAN I,US,LA K3L4,29.800000,-92.804000,2,19870117,20180618
722295,99999,SOUTH TIMBALIER,US,LA KS58,28.533000,-90.583000,1,19870117,20110407
722296,99999,SHIP SHOAL 198G,US,LA,28.500000,-91.200000,2,19870118,19921128
722297,99999,MISSISSIPPI CANYON 778,US,LA,28.150000,-93.350000,43,19870228,20130430
722298,99999,VERMILLION AREA,US,LA KVRX,28.583000,-92.450000,1,19870118,19880730
722300,53864,SHELBY COUNTY AIRPORT,US,AL KEET,33.178000,-86.782000,172.2,20020101,20180620
722300,99999,BIRMINGHAM,US,AL KEET,33.183000,-86.783000,175,19981223,20011231
722303,99999,HIGH ISLAND,US,LA,28.130000,-94.400000,30,19870117,19930920
722304,99999,MISSISSIPPI CANYON,US,LA,28.780000,-89.050000,18,19870117,19900827
722305,99999,VENICE HELIPORT,US,LA,29.120000,-89.200000,80,19870122,19881109
722306,99999,EUGENE ISLAND,US,LA,28.470000,-91.780000,30,19870118,19920127
722307,99999,MARATHON-VENICE,US,LA K5LA,29.286000,-89.364000,1.5,19870117,20160915
722308,99999,FOURCHON (SAWRS),US,LA K9F2,29.100000,-90.200000,2,19870118,20161103
722309,99999,GRAND ISLE (SAWRS),US,LA KAXO,29.250000,-89.967000,2,19870117,20071231
722310,12916,LOUIS ARMSTRONG NEW ORLEANS I,US,LA KMSY,29.997000,-90.278000,1.2,19451001,20180620
722312,3908,HAMMOND MUNICIPAL AIRPORT,US,LA KHDC,30.521000,-90.418000,13.4,20060101,20180620
722312,99999,HAMMOND,US,LA KHDC,30.517000,-90.417000,14,20020423,20071231
722314,3934,NEW IBERIA/ACADIANA,US,LA KARA,30.033000,-91.883000,7,19810724,19991231
722314,53915,ACADIANA REGIONAL AIRPORT,US,LA KARA,30.038000,-91.884000,7.3,20060101,20180620
722314,99999,NEW IBERIA/ACADIANA,US,LA KARA,30.033000,-91.883000,7,20000101,20071231
722315,53917,LAKEFRONT AIRPORT,US,LA KNEW,30.049000,-90.029000,2.7,19420901,20180620
722315,99999,LAKEFRONT,US,LA KNEW,30.033000,-90.017000,2,20000101,20031231
722316,12958,NEW ORLEANS NAS,US,LA KNBG,29.817000,-90.017000,0.6,19730101,20180620
722317,13970,BATON ROUGE METRO R,US,LA KBTR,30.537000,-91.147000,23.2,19730101,20101115
722317,99999,BATON ROUGE METRO R,US,LA,30.533000,-91.150000,22,20110125,20110317
722319,53943,NATCHITOCHES REGIONAL ARPT,US,LA KIER,31.736000,-93.099000,36.9,20060101,20180620
722319,99999,NATCHITOCHES RGNL,US,LA KIER,31.733000,-93.100000,37,20020423,20071231
722320,12884,BATON ROUGE METRO R,US,LA KBVE,29.333000,-89.408000,0.3,19730101,20101114
722320,13970,BATON ROUGE METRO RYAN FIELD,US,LA KBTR,30.537000,-91.147000,19.5,20101115,20180620
722322,361,GLASGOW MUNICIPAL AIRPORT,US,KY KGLW,37.033000,-85.950000,218.2,20130101,20180620
722322,99999,GLASGOW MUNI,US,KY KGLW,37.032000,-85.954000,217.9,20041123,20180516
722323,362,GATESVILLE MUNICIPAL AIRPORT,US,TX KGOP,31.417000,-97.800000,276.2,20130101,20180620
722323,99999,CITY COUNTY,US,TX KGOP,31.421000,-97.797000,275.8,20041123,20180520
722324,3071,MIDLAND AIRPARK,US,TX KMDD,32.036000,-102.101000,854.4,20060101,20180620
722324,99999,MIDLAND AIRPARK,US,TX KMDD,32.037000,-102.101000,854,20041123,20071231
722325,99999,SOUTHWEST PASS COAST GUARD ST,US,,28.920000,-89.430000,1,19750916,19860610
722326,99999,GRAND ISLE COAST GUARD STATIO,US,LA,29.270000,-89.950000,2,19750916,19820903
722327,99999,LEEVILLE,US,LA,29.220000,-90.230000,2,19780331,19850727
722328,99999,AMELIA / LAKE PALOURD,US,LA K7R3,29.700000,-91.100000,2,19780403,20161103
722329,12936,HARRY P WILLIAMS MEMO ARPT,US,LA KPTN,29.717000,-91.333000,2.7,20060101,20180620
722329,99999,HARRY P WILLIAMS MEM,US,LA KPTN,29.717000,-91.333000,3,19840910,20071221
722330,53865,SLIDELL AIRPORT,US,LA KASD,30.343000,-89.822000,8.2,20171004,20180620
722330,99999,SLIDELL/MUN. LA,US,LA KASD,30.333000,-89.817000,11,20010213,20180516
722331,54941,IOWA FALLS MUNICIPAL AIRPORT,US,IA KIFA,42.471000,-93.207000,346.6,20151208,20180620
722331,99999,IOWA FALLS MUNI,US,IA KIFA,42.467000,-93.267000,347,20071016,20180520
722332,54953,TOMAHAWK REGIONAL AIRPORT,US,WI KTKV,45.469000,-89.806000,452.9,20060101,20180620
722332,99999,TOMAHAWK RGNL,US,WI KTKV,45.469000,-89.806000,453,20041109,20071231
722333,3069,SAGUACHE MUNICIPAL AIRPORT,US,CO K04V,38.097000,-106.169000,2385.4,20060101,20180620
722333,99999,SAGUACHE MUNCICIPAL,US,CO K04V,38.100000,-106.167000,2385,20041005,20071231
722334,3976,BEAUREGARD REGIONAL AIRPORT,US,LA KDRI,30.833000,-93.333000,62.2,20060101,20180620
722334,99999,DE RIDDER,US,LA KDRI,30.833000,-93.333000,62,19430117,20071231
722335,99999,WEST CAMERON,US,LA,28.330000,-93.020000,24,19761102,19830609
722336,99999,BOOTHVILLE,US,LA KBVE,29.330000,-89.400000,1,19770312,20180619
722337,99999,EAST ADDITION B323,US,TX,28.220000,-93.750000,26,19800612,19931012
722338,12994,JIM HOGG COUNTY AIRPORT,US,TX KHBV,27.349000,-98.737000,202.1,20060101,20180620
722338,99999,JIM HOGG CO,US,TX KHBV,27.350000,-98.733000,202,20040824,20071231
722339,99999,PHI OIL PLATFORM,US,LA K4C0,29.783000,-93.183000,1,20041005,20110829
722340,13865,KEY FIELD AIRPORT,US,MS KMEI,32.335000,-88.744000,89.6,19420301,20180620
722341,92822,ORMOND BEACH MUNICIPAL AIRPOR,US,FL KOMN,29.296000,-81.113000,8.8,20060101,20180619
722341,99999,ORMOND BEACH MUNI,US,FL KOMN,29.300000,-81.117000,9,20041005,20071231
722342,54931,TRACY MUNICIPAL AIRPORT,US,MN KTKC,44.249000,-95.607000,408.4,20060101,20180620
722342,99999,TRACY MUNI,US,MN KTKC,44.250000,-95.600000,408,20041109,20071231
722343,54826,SOUTH HAVEN AREA REGIONAL AIR,US,MI KLWA,42.351000,-86.256000,203,20060101,20180620
722343,99999,SOUTH HAVEN AREA RGN,US,MI KLWA,42.351000,-86.256000,203,20041124,20071231
722344,99999,LOUISVILLE WINSTON CO,US,MS KLMS,33.146000,-89.062000,175.3,19810220,19821217
722345,3866,MERIDIAN NAS/MC CAIN FD AP,US,MS KNMM,32.550000,-88.567000,82.6,19730101,20180620
722346,54824,OWOSSO COMMUNITY AIRPORT,US,MI KRNP,42.993000,-84.139000,224.3,20060101,20180620
722346,99999,OWOSSO COMMUNITY,US,MI KRNP,42.983000,-84.133000,224,19730109,20071231
722347,13833,HAGLER AAF,US,MS KHBG,31.282000,-89.253000,46,20050101,20100731
722347,99999,HATTIESBURG MUNI,US,MS,31.267000,-89.250000,46,19730101,20120101
722348,53808,HATTIESBURG-LAUREL RGNL AP,US,MS KPIB,31.467000,-89.333000,89.3,20060101,20180620
722348,99999,HATTIESBURG LAUREL,US,MS KPIB,31.467000,-89.333000,91,19781220,20071231
722350,3940,JACKSON INTERNATIONAL AIRPORT,US,MS KJAN,32.321000,-90.078000,100.6,19420901,20180620
722351,12953,WHARTON REGIONAL AIRPORT,US,TX KARM,29.266000,-96.008000,30.5,20060101,20180620
722351,99999,WHARTON RGNL,US,TX KARM,29.254000,-96.154000,31,20041130,20071231
722354,13927,HAWKINS FIELD AIRPORT,US,MS KHKS,32.337000,-90.221000,104.2,20050101,20180620
722354,99999,HAWKINS FLD,US,MS KHKS,32.333000,-90.217000,104,20010705,20041231
722355,93999,VICKSBURG MUNICIPAL AIRPORT,US,MS KVKS,32.233000,-90.933000,31.4,20130319,20180620
722356,13939,MID DELTA RGNL,US,MS KGLH,33.483000,-90.985000,39.3,19570101,20100731
722356,99999,GREENVILLE MUNI,US,MS,33.483000,-90.983000,40,20000101,20100818
722357,3961,HRDY-ANRES FD NTCHZ-ADAMS COU,US,MS KHEZ,31.617000,-91.283000,82.9,20060101,20180620
722357,99999,NATCHEZ/HARDY(AWOS),US,MS KHEZ,31.617000,-91.300000,83,19730102,20071231
722358,93919,MCOM/PIKE CO/J E LWS FD AP,US,MS KMCB,31.183000,-90.471000,125.9,19730101,20180620
722359,13978,GREENWOOD LEFLORE,US,MS KGWO,33.496000,-90.087000,40.5,19730101,20100731
722359,99999,GREENWOOD LEFLORE,US,MS,33.483000,-90.083000,51,20100801,20100818
722361,92808,NEW SMYRNA BEACH MUNICIPAL AI,US,FL KEVB,29.054000,-80.948000,3.1,20060101,20180620
722361,99999,NEW SMYRNA BEACH MUN,US,FL KEVB,29.056000,-80.948000,3,20041130,20071231
722362,93937,SULPHUR SPRINGS MUNICIPAL AIR,US,TX KSLR,33.167000,-95.617000,149.1,20060101,20180620
722362,99999,SULPHER SPRINGS MUNI,US,TX KSLR,33.167000,-95.617000,149,20050104,20071231
722363,23098,EDWARDS COUNTY AIRPORT,US,TX KECU,29.947000,-100.173000,723,20060101,20180620
722363,99999,EDWARDS CO,US,TX KECU,29.947000,-100.174000,723,20050104,20071231
722364,23903,TUNICA MUNICIPAL AIRPORT,US,MS KUTA,34.681000,-90.347000,59.1,20060101,20180620
722365,99999,MAIN PASS B68,US,LA,29.670000,-88.880000,1,19761102,19830609
722366,53865,SLIDELL LA WSO/WSR,US,LA KASD,30.343000,-89.822000,8.2,20060101,20171231
722366,99999,SLIDELL WSFO,US,LA,30.340000,-89.830000,37.3,19990114,20071231
722367,363,SKYHAVEN AIRPORT,US,MO KRCM,38.783000,-93.800000,243.2,20150528,20180620
722367,99999,WARRENSBURG,US,MO KRCM,38.783000,-93.800000,243,20071016,20180516
722368,364,THOMAS P STAFFORD AIRPORT,US,OK KOJA,35.550000,-98.667000,489.2,20150224,20180620
722368,99999,THOMAS P STAFFORD,US,OK KOJA,35.550000,-98.667000,489.2,20071114,20180516
722369,365,T P MC CAMPBELL AIRPORT,US,TX KTFP,27.917000,-97.200000,5.2,20130101,20180620
722369,99999,INGLESIDE,US,TX KTFP,27.917000,-97.200000,5,20071016,20180515
722375,99999,VERMILION B131,US,LA,29.070000,-92.180000,1,19761206,19830609
722383,99999,WEST CAMERON B56,US,LA 37C,0.000000,0.000000,-999,19890227,19940912
722384,99999,HIGH ISLAND A572C,US,LA,27.950000,-93.980000,30,19890228,19930422
722385,99999,VERMILION B215,US,LA,28.700000,-92.320000,1,19761102,19800930
722386,99999,SHIP SHOAL B113,US,LA,0.000000,0.000000,-999,19880105,19910114
722387,99999,SOUTH MARSH B161,US,LA,0.000000,0.000000,-999,19880303,19880502
722388,99999,GREEN CANYON B18,US,LA,0.000000,0.000000,-999,19880421,19910125
722390,3931,POLK ARMY AIRFIELD,US,LA KPOE,31.050000,-93.183000,100.6,19620903,20180620
722390,99999,FORT POLK (ARMY),US,LA KPOE,31.033000,-93.033000,110,20000101,20071231
722393,99999,HIGH ISLAND A489B,US,LA,28.200000,-94.200000,0,19880105,19930330
722394,99999,SHIP SHOAL B224A,US,LA,28.500000,-91.300000,32,19870713,20050903
722395,99999,GRAND ISLE B95,US,LA,28.500000,-90.120000,1,19761102,19830609
722396,99999,EUGENE ISLAND,US,LA,28.250000,-91.833000,1,19770827,19830609
722397,99999,SHIP SHOAL PLATFORM,US,LA,28.680000,-91.220000,18,19780401,19851230
722398,99999,SOUTH MARSH ISLAND,US,LA,28.300000,-91.980000,1,19840607,20030304
722399,99999,ZAPATA-YORKTOWNTLAT,US,,27.417000,-94.417000,17,19850201,20110816
722400,3937,LAKE CHARLES REGIONAL AIRPORT,US,LA KLCH,30.125000,-93.228000,2.7,19420502,20180620
722403,12968,SALT POINT,US,LA KP92,29.562000,-91.526000,1.2,20060413,20180620
722403,99999,SALT POINT,US,LA KP92,29.560000,-91.533000,0,19850208,20071231
722404,13941,CHENNAULT INTERNATIONAL AP,US,LA KCWF,30.210000,-93.143000,5.2,19880105,20180620
722404,99999,CHENAULT AIRPARK,US,LA KCWF,30.217000,-93.150000,5,20000101,20031231
722405,13976,LAFAYETTE REGIONAL AIRPORT,US,LA KLFT,30.205000,-91.988000,11.6,19451001,20180620
722406,12927,HOUMA-TERREBONNE AIRPORT,US,LA KHUM,29.566000,-90.660000,2.7,20060101,20180620
722406,99999,HOUMA-TERREBONNE,US,LA KHUM,29.567000,-90.660000,3,19551027,20071231
722407,99999,CALCASIEU COAST GUARD STATION,US,LA,29.780000,-93.350000,1,19750916,19820912
722408,99999,INTRACOASTAL CITY,US,LA K7R4,29.767000,-92.117000,5,19760101,20150426
722409,99999,TENNECO PLATFORM,US,LA,28.000000,-93.000000,15,19760901,19871012
722410,12917,SOUTHEAST TEXAS REGIONAL AIRP,US,TX KBPT,29.951000,-94.021000,4.9,19730101,20180620
722413,99999,FREEPORT SUPPLEMENTARY AVIATI,US,KFOQ,29.000000,-95.320000,2,19870117,19890610
722414,99999,SABINE PASS,US,TX,29.700000,-93.950000,5,19810904,19840113
722415,99999,SABINE PASS COAST GUARD STATI,US,TX,29.730000,-93.870000,1,19750916,19860720
722416,12971,NEW BRAUNFELS MUNICIPAL AP,US,TX KBAZ,29.709000,-98.046000,196.6,19990317,20180620
722417,99999,WILMETTE (CGS),US,IL,42.067000,-87.683000,183,19870501,19910207
722418,99999,CALUMET (CGS),US,IL 63G,41.717000,-87.533000,180,19870501,19900810
722420,12923,SCHOLES INTL AT GLSTON APT,US,TX KGLS,29.273000,-94.859000,1.5,19930101,20180620
722420,99999,GALVESTON,US,TX KGLS,29.300000,-94.800000,16,19730101,20031231
722422,12923,SCHOLES INTL AT GLSTON APT,US,TX KGLS,29.273000,-94.859000,2.7,19730101,19900109
722423,12923,GALVESTON SCHOLES FIELD,US,TX KGLS,29.273000,-94.859000,2.7,19480101,19631001
722423,99999,GALVESTON,US,TX,29.267000,-94.867000,2,19431101,19910204
722425,99999,GALVESTON COAST GUARD STATION,US,TX,29.330000,-94.770000,1,19770712,19790704
722426,99999,FREEPORT (SAWRS),US,TX,28.983000,-95.317000,2,19880105,19900701
722427,12975,CLOVER FIELD AIRPORT,US,TX KLVJ,29.519000,-95.242000,13.4,20060101,20180620
722427,99999,PEARLAND RGNL,US,TX KLVJ,29.517000,-95.250000,13,20010706,20071231
722429,53910,HOOKS MEMORIAL AIRPT,US,TX KDWH,30.068000,-95.556000,46.3,20060101,20180620
722429,99999,HOUSTON/D.W. HOOKS,US,TX KDWH,30.067000,-95.550000,46,19860916,20071231
722430,12960,G BUSH INTERCONTINENTAL AP/HO,US,TX KIAH,29.980000,-95.360000,29,19730101,20180620
722433,99999,WEST HOUSTON,US,TX KIWS,29.818000,-95.673000,33.8,19850130,19851129
722435,12918,WILLIAM P HOBBY,US,TX KHOU,29.638000,-95.282000,14.3,19730101,20100731
722435,99999,WILLIAM P HOBBY,US,TX,29.633000,-95.267000,14,19570101,20100817
722436,12906,ELLINGTON FIELD AIRPORT,US,TX KEFD,29.617000,-95.167000,9.8,19410701,20180620
722436,99999,HOUSTON/ELLINGTON,US,TX KEFD,29.600000,-95.167000,10,20000101,20071231
722437,99999,FREEPORT COAST GUARD STATION,US,TX,28.950000,-95.300000,2,19750916,19860616
722439,99999,SOUTH BRAZOS A70,US,TX,28.020000,-95.870000,23,19840101,19920805
722440,12918,WILLIAM P. HOBBY AIRPORT,US,TX KHOU,29.638000,-95.282000,13.4,19460728,20180620
722444,53902,MONTGOMERY COUNTY AIRPORT,US,TX KCXO,30.357000,-95.414000,74.7,20060101,20180620
722444,99999,MONTGOMERY CO,US,TX KCXO,30.350000,-95.417000,75,19990114,20071231
722445,3904,EASTERWOOD FLD,US,TX KCLL,30.589000,-96.365000,100,19730101,20100801
722445,99999,EASTERWOOD FLD,US,TX,30.583000,-96.350000,100,20100801,20100818
722446,93987,ANGELINA COUNTY AIRPORT,US,TX KLFK,31.236000,-94.754000,87.8,19730101,20180620
722447,3901,LONGVIEW,US,TX KGGG,32.385000,-94.712000,113.7,19730101,19910131
722447,53903,HUNTSVILLE MUNICIPAL ARPT,US,TX KUTS,30.744000,-95.586000,111.6,20060101,20180620
722447,99999,HUNTSVILLE,US,TX KUTS,30.733000,-95.583000,111,19990114,20071231
722448,13972,TYLER POUNDS REGIONAL ARPT,US,TX KTYR,32.354000,-95.403000,165.8,19730101,20180620
722448,99999,TYLER POUNDS RGNL,US,TX KTYR,32.350000,-95.400000,166,19460726,19991231
722453,99999,SABINE PASS,US,TX,29.700000,-93.950000,3,19860916,20101209
722469,53912,CAMPBELL FLD-CORSICANA MU,US,TX KCRS,32.031000,-96.399000,136.6,20060101,20180620
